district	type	rt1	rt2	rt3	rt4	rt5	rt6	rt7	price	population	height	longitude	latitude	attraction	building	busstop	community	mall	primaryschool	restaurant	secondaryschool	university	deltausers
通州区	纯住宅	1	0	0	0	0	0	1	27000.0	2283.75	20.0	116.68909	39.901035	1	0	2	53	0	1	38	0	0	-31
丰台区	写字楼	1	1	0	0	1	0	1	36000.0	3520.0	10.0	116.288246	39.824463	1	5	0	10	0	1	2	0	0	-39
西城区	纯住宅	1	0	0	0	0	0	1	49009.0	1050.0	14.0	116.35558	39.919968	2	2	2	51	0	1	28	1	0	-127
西城区	纯住宅	1	1	1	1	0	0	1	70000.0	560.0	12.0	116.38893	39.88067	36	0	0	0	0	0	3	1	0	-91
海淀区	纯住宅	0	0	0	0	0	1	0	37900.0	630.0	18.0	116.309105	39.928844	0	4	3	9	0	0	16	1	0	-76
朝阳区	纯住宅	1	0	0	0	0	0	1	37850.0	1680.0	16.0	116.54682	39.91495	0	1	0	0	0	0	0	0	0	-29
丰台区	纯住宅	1	0	0	0	0	0	1	37850.0	1029.0	21.0	116.41327	39.85662	0	0	1	1	0	1	16	0	0	-56
朝阳区	纯住宅	1	1	0	0	0	0	1	37000.0	1050.0	16.0	116.46304	40.013397	2	0	1	8	1	0	3	0	0	-62
东城区	商住两用	1	1	1	1	1	0	1	43000.0	5280.0	18.0	116.40439	39.862717	0	7	2	16	1	0	32	0	0	-34
丰台区	写字楼	1	1	0	0	0	0	1	NULL	3520.0	8.0	116.433876	39.849205	1	3	4	20	1	1	23	0	0	-40
朝阳区	纯住宅	1	0	1	0	0	0	1	38100.0	504.0	18.0	116.45596	39.890594	1	0	2	99	0	1	17	1	0	-35
朝阳区	纯住宅	1	1	1	1	1	0	1	53900.0	1512.0	18.0	116.40683	39.963623	2	4	0	9	0	1	3	0	0	-101
朝阳区	纯住宅	1	1	0	0	0	0	1	34100.0	448.0	16.0	116.415	39.969517	0	8	2	35	0	0	24	1	0	-92
朝阳区	纯住宅	1	1	1	1	1	0	1	52300.0	1512.0	18.0	116.40601	39.968285	3	3	2	15	0	0	23	1	0	-73
东城区	纯住宅	1	1	1	1	1	0	1	63200.0	525.0	18.0	116.4134	39.918762	8	10	3	6	2	0	55	2	1	-197
丰台区	纯住宅	1	1	1	0	0	0	1	34300.0	3500.0	21.0	116.38216	39.850407	0	2	0	38	0	0	18	1	0	-53
海淀区	写字楼	1	1	1	1	1	0	1	NULL	6688.0	12.0	116.30915	39.934437	0	1	1	31	0	1	22	1	0	-164
朝阳区	写字楼	1	1	1	0	0	0	1	43000.0	12108.8	8.0	116.48361	39.990307	0	8	6	53	0	0	11	0	0	-159
朝阳区	纯住宅	1	1	1	1	1	0	1	49216.0	1635.0	20.0	116.45705	39.926178	7	18	4	44	1	1	126	3	1	-53
通州区	纯住宅	1	1	1	1	0	0	1	29500.0	4200.0	10.0	116.63502	39.892982	0	0	0	0	0	0	0	0	0	-27
大兴区	纯住宅	1	1	1	0	0	0	0	32000.0	2100.0	17.0	116.51264	39.806877	0	12	4	1	0	0	16	0	0	-5
昌平区	纯住宅	1	1	1	0	0	0	1	35000.0	770.0	8.0	116.32835	40.078094	0	3	5	40	0	0	10	0	0	-32
昌平区	纯住宅	1	1	1	0	0	0	1	35000.0	1456.0	8.0	116.32835	40.078094	0	3	5	40	0	0	10	0	0	-32
昌平区	纯住宅	1	1	1	0	0	0	1	35000.0	1260.0	8.0	116.32835	40.078094	0	3	5	40	0	0	10	0	0	-32
朝阳区	写字楼	1	1	1	1	0	0	1	NULL	3520.0	20.0	116.437035	39.91478	6	16	2	5	1	0	45	0	1	-110
丰台区	酒店式公寓	1	1	1	1	0	0	1	55000.0	10560.0	17.5	116.31797	39.879955	0	1	1	2	0	0	6	0	0	-88
丰台区	纯住宅	1	1	0	0	0	0	1	40000.0	3500.0	17.5	116.38978	39.86053	0	11	2	33	0	0	22	1	0	-42
丰台区	纯住宅	1	1	1	1	0	0	1	45400.0	2163.0	18.0	116.370255	39.8556	1	1	2	25	0	0	12	1	1	-35
丰台区	纯住宅	1	0	0	0	0	0	1	40000.0	875.0	12.0	116.38715	39.85603	0	2	2	48	0	0	24	0	0	-68
丰台区	纯住宅	1	1	1	0	0	0	1	40000.0	1400.0	18.0	116.38635	39.861626	1	2	3	23	0	0	17	1	0	-57
丰台区	纯住宅	1	1	1	0	0	0	1	40000.0	3850.0	18.5	116.38271	39.85925	0	0	1	31	0	1	18	1	0	-51
丰台区	纯住宅	1	1	1	1	0	0	1	43000.0	1225.0	9.0	116.41644	39.86504	0	9	1	50	0	3	35	1	0	-56
东城区	纯住宅	1	1	1	1	0	0	1	43000.0	1750.0	9.0	116.41423	39.864403	0	12	2	31	0	2	41	1	0	-57
丰台区	纯住宅	1	0	0	0	0	0	1	38000.0	875.0	22.0	116.37522	39.855732	0	0	1	40	0	0	11	1	0	-56
丰台区	纯住宅	1	0	0	0	0	0	1	40000.0	3150.0	23.0	116.389595	39.86258	1	8	2	52	0	0	26	0	0	-48
通州区	纯住宅	1	1	1	1	1	0	1	32000.0	5702.0	12.0	116.68711	39.913937	0	0	0	1	0	0	1	0	1	-33
朝阳区	酒店式公寓	1	1	0	0	0	0	1	36400.0	25344.0	6.0	116.792465	39.848583	0	0	1	0	0	0	0	0	0	-1
丰台区	纯住宅	1	1	1	0	0	0	1	33863.0	228.0	18.0	116.411285	39.855743	2	1	1	2	0	1	19	0	0	-46
丰台区	纯住宅	1	1	1	0	0	0	1	37157.0	420.0	18.0	116.43034	39.864346	0	9	4	29	1	1	56	1	1	-61
通州区	纯住宅	1	0	0	0	0	0	1	25450.0	1614.69	13.0	116.64932	39.891575	0	0	8	18	0	0	10	0	0	-17
海淀区	写字楼	1	1	1	1	1	0	1	NULL	3520.0	24.0	116.31178	39.9795	0	17	4	76	1	1	28	1	2	-221
丰台区	纯住宅	1	1	1	0	0	0	1	33800.0	4200.0	12.5	116.253586	39.886555	1	0	0	0	0	0	6	0	0	-34
西城区	纯住宅	1	1	1	1	1	1	0	100000.0	420.0	9.0	116.34721	39.917973	4	3	1	40	0	1	35	2	0	-39
西城区	纯住宅	1	1	1	1	1	0	1	72300.0	3129.0	17.0	116.36295	39.932022	5	10	4	21	1	0	49	0	0	-57
丰台区	纯住宅	1	1	1	0	0	0	1	36000.0	1396.5	15.0	116.289604	39.84315	1	11	3	19	0	0	33	0	2	-26
大兴区	写字楼	1	1	1	0	0	0	1	NULL	2112.0	6.0	116.502266	39.787365	0	6	0	5	0	0	1	0	0	-11
朝阳区	纯住宅	1	1	1	1	1	1	0	89740.0	174.72	7.0	116.43747	39.996044	1	6	3	22	2	1	35	1	1	-10
西城区	写字楼	1	1	1	1	1	0	1	NULL	3520.0	10.0	116.36301	39.889175	1	3	4	39	1	1	37	1	0	-124
石景山	纯住宅	1	0	0	0	0	0	1	33162.0	1405.3	25.0	116.20159	39.932644	1	5	2	23	1	1	25	1	0	-27
朝阳区	酒店宾馆	1	1	1	1	1	0	1	50000.0	1320.0	4.0	116.470764	39.94657	11	0	1	0	0	0	1	0	0	-53
海淀区	写字楼	1	1	1	1	0	0	0	NULL	3520.0	6.0	116.276115	39.95732	0	1	0	35	0	0	2	0	0	-93
朝阳区	酒店式公寓	1	1	1	1	0	0	1	49200.0	6600.0	20.0	116.50244	39.920956	1	10	2	4	1	1	97	0	0	-79
海淀区	纯住宅	1	1	1	1	1	0	0	60000.0	700.0	17.5	116.36081	39.953346	0	8	1	57	0	0	19	0	0	-95
朝阳区	纯住宅	1	1	1	1	1	1	1	44194.0	3500.0	17.5	116.470085	39.89974	3	11	9	18	2	0	98	0	0	-97
朝阳区	纯住宅	1	1	1	1	1	1	1	33551.0	3500.0	20.0	116.57832	39.930363	0	1	3	11	0	0	14	0	0	-40
海淀区	纯住宅	1	1	1	1	1	1	0	39000.0	1750.0	20.0	116.28055	39.900963	0	1	6	15	0	0	18	0	0	-127
海淀区	写字楼	1	1	0	0	0	0	1	47800.0	10560.0	10.0	116.3062	40.043434	0	1	0	1	0	0	38	0	0	-61
朝阳区	纯住宅	1	1	0	0	0	0	0	37000.0	2961.0	17.0	116.504524	39.896618	0	1	2	0	0	0	0	0	0	-77
丰台区	写字楼	1	1	1	0	0	0	1	NULL	3520.0	8.0	116.36492	39.8671	2	0	0	8	0	0	2	0	0	-80
朝阳区	酒店式公寓	1	1	0	0	0	0	0	44000.0	3960.0	21.0	116.420235	39.996475	2	7	4	27	0	3	35	0	0	-82
丰台区	纯住宅	1	1	1	0	0	0	1	35000.0	1750.0	10.0	116.43413	39.8548	0	4	1	37	0	1	32	1	0	-88
海淀区	商住两用	1	1	1	1	0	0	0	45000.0	5280.0	15.0	116.29547	39.88767	0	0	0	0	0	0	2	0	0	-39
东城区	商住两用	1	1	1	0	0	0	1	48000.0	3960.0	11.0	116.409325	39.864895	0	7	3	16	0	1	28	2	0	-39
海淀区	写字楼	1	1	0	1	1	0	1	NULL	3379.2	18.0	116.31194	40.03599	0	0	0	0	0	0	1	0	0	-92
海淀区	写字楼	1	1	0	0	0	0	0	NULL	3203.2	8.0	116.31226	40.03248	0	0	1	1	0	0	1	0	0	-53
朝阳区	纯住宅	1	1	1	1	1	0	1	65000.0	2408.0	8.5	116.42129	40.006676	2	4	3	29	0	0	22	2	1	-3
通州区	纯住宅	1	0	0	0	0	0	0	20350.0	805.1	12.0	116.68659	39.89038	0	2	2	5	0	0	1	0	0	-16
西城区	写字楼	1	1	0	0	0	0	1	NULL	7040.0	18.0	116.38258	39.97166	1	6	2	14	0	0	10	0	0	-105
丰台区	写字楼	1	1	1	0	0	0	0	NULL	3520.0	8.0	116.28287	39.82796	1	0	0	0	0	0	4	0	0	-47
海淀区	纯住宅	1	1	1	1	1	1	0	62040.0	1575.0	7.5	116.27356	39.937588	0	1	1	6	0	0	47	0	0	-94
海淀区	写字楼	1	1	1	1	1	0	0	NULL	3414.4	16.0	116.27356	39.937588	0	1	1	6	0	0	47	0	0	-94
丰台区	纯住宅	1	1	1	0	0	0	0	39740.0	1750.0	24.0	116.42265	39.867992	1	1	2	59	0	1	44	1	0	-61
朝阳区	纯住宅	1	1	1	1	1	1	0	30850.0	2800.0	19.0	116.49755	39.991264	60	14	2	5	0	1	55	1	1	-115
丰台区	纯住宅	1	1	1	0	0	0	0	39740.0	175.0	24.0	116.42784	39.870678	1	0	5	37	0	2	57	1	0	-51
海淀区	纯住宅	0	0	0	0	0	1	0	31000.0	5250.0	15.0	116.271255	40.077488	0	0	0	0	0	0	0	0	0	-33
丰台区	纯住宅	1	1	1	0	0	0	0	39740.0	2380.0	20.0	116.43005	39.86466	0	7	2	34	1	1	52	1	1	-52
朝阳区	写字楼	1	1	0	1	1	0	0	39600.0	17600.0	18.0	116.4144	40.02434	0	0	1	0	0	0	0	0	0	-21
朝阳区	纯住宅	1	1	1	1	1	0	0	45820.0	1512.0	18.0	116.47234	39.9209	0	3	1	65	0	0	6	0	0	-28
丰台区	写字楼	1	1	1	0	0	0	0	NULL	3520.0	27.0	116.285736	39.8355	0	3	0	3	0	0	2	0	0	-54
朝阳区	纯住宅	1	1	1	0	0	0	0	31500.0	630.0	12.0	116.44661	39.87765	3	2	0	9	0	0	6	1	0	-89
东城区	纯住宅	1	1	1	0	1	0	0	36600.0	560.0	20.0	116.4169	39.918694	12	24	2	11	7	0	144	0	0	-156
东城区	纯住宅	0	1	1	0	1	0	0	36000.0	2688.0	15.0	116.41566	39.95434	3	0	3	22	0	0	39	0	0	-10
朝阳区	纯住宅	1	1	1	1	1	0	0	42100.0	651.0	20.0	116.47845	39.92839	0	2	3	34	0	0	17	1	1	-54
丰台区	写字楼	1	1	1	0	0	0	0	38000.0	7040.0	5.0	116.293884	39.888863	0	0	1	0	0	1	2	0	0	-36
西城区	纯住宅	1	1	1	0	0	0	1	38600.0	3500.0	19.0	116.364296	39.860577	0	0	3	0	0	0	6	0	0	-47
海淀区	写字楼	1	1	1	1	1	0	0	NULL	3273.6	6.0	116.31858	39.889595	0	2	2	12	0	0	37	0	0	-71
西城区	纯住宅	1	1	1	0	0	0	0	39000.0	1750.0	13.5	116.346466	39.88076	0	0	1	11	0	0	5	0	0	-54
通州区	纯住宅	1	1	1	1	1	0	0	22500.0	2800.0	24.0	116.64486	39.895985	1	0	5	44	0	2	29	0	0	-24
海淀区	纯住宅	1	1	1	1	1	0	0	35000.0	4200.0	9.0	116.321594	40.04709	1	8	2	5	0	0	23	0	0	-1
朝阳区	纯住宅	1	1	0	0	0	0	0	45000.0	630.0	18.0	116.45243	39.885445	9	0	2	88	0	1	12	0	0	-52
丰台区	纯住宅	1	1	1	1	0	0	0	36000.0	420.0	18.0	116.389595	39.8618	1	8	2	37	0	0	22	0	0	-44
朝阳区	商住两用	1	1	1	0	0	0	0	40000.0	2640.0	21.0	116.40795	39.973022	2	1	2	42	1	1	30	3	0	-154
朝阳区	纯住宅	1	1	1	0	0	0	0	39900.0	1890.0	13.5	116.41622	40.02763	0	0	0	0	0	0	0	0	0	-51
朝阳区	纯住宅	1	1	1	0	0	0	0	39900.0	3150.0	24.0	116.41622	40.02763	0	0	0	0	0	0	0	0	0	-51
朝阳区	纯住宅	1	1	1	0	0	0	0	39900.0	1050.0	22.0	116.41622	40.02763	0	0	0	0	0	0	0	0	0	-51
海淀区	纯住宅	1	1	1	1	0	0	0	54167.0	385.0	14.0	116.358986	39.97856	1	3	2	17	0	1	24	1	3	-53
海淀区	写字楼	1	1	0	0	0	1	1	38093.0	3520.0	6.0	116.26342	39.928883	1	0	2	52	0	1	10	0	0	-52
朝阳区	酒店式公寓	1	1	1	0	0	0	0	62000.0	8131.2	30.0	116.471085	39.896435	1	6	6	15	0	0	61	0	0	-71
海淀区	写字楼	1	1	1	1	1	1	1	NULL	7040.0	7.0	116.31436	39.920734	1	2	3	35	0	0	7	0	0	-31
海淀区	纯住宅	1	1	1	0	0	0	0	32941.0	4490.64	17.0	116.35141	40.03147	0	0	0	0	0	0	5	0	0	-40
通州区	纯住宅	1	0	0	0	0	0	0	31000.0	923.65	18.0	116.64535	39.89484	0	0	1	42	0	2	16	0	0	-37
丰台区	商住两用	1	1	1	1	0	0	0	45180.0	2481.6	10.5	116.364975	39.860943	0	0	2	0	0	0	5	0	0	-47
朝阳区	纯住宅	1	1	1	1	1	0	0	37000.0	2380.0	12.0	116.414246	40.04416	2	0	0	11	0	0	0	0	0	-124
海淀区	纯住宅	1	0	0	0	0	1	0	50000.0	1113.0	16.0	116.27258	39.907005	2	6	7	18	0	1	23	0	0	-186
朝阳区	纯住宅	1	0	0	0	0	1	0	41000.0	448.0	16.0	116.4554	39.893223	0	0	0	22	0	1	6	2	0	-80
朝阳区	纯住宅	1	0	0	0	0	1	0	39000.0	441.0	18.0	116.49913	39.922424	1	12	1	14	1	2	57	1	0	-76
朝阳区	纯住宅	1	0	0	0	0	1	0	40000.0	434.0	16.0	116.45171	39.947414	1	14	1	146	1	0	36	0	0	-95
朝阳区	纯住宅	1	0	0	0	0	1	0	35000.0	375.0	14.0	116.50373	39.922478	1	8	1	6	1	1	105	0	0	-70
西城区	纯住宅	1	0	0	0	0	0	1	53000.0	472.5	18.0	116.323654	39.884697	2	6	2	40	0	1	19	0	0	-62
西城区	纯住宅	1	0	0	0	0	0	1	53000.0	579.6	18.0	116.323654	39.884697	2	6	2	40	0	1	19	0	0	-62
西城区	写字楼	1	1	0	0	0	0	0	42000.0	5984.0	25.0	116.3334	39.896988	1	4	3	18	1	0	22	1	0	-117
朝阳区	纯住宅	1	1	1	0	0	0	0	32000.0	3920.0	25.0	116.60529	39.912746	0	0	2	2	0	0	10	0	0	-27
通州区	纯住宅	1	0	0	0	0	1	1	26916.0	3570.0	13.5	116.66561	39.890423	0	0	0	7	0	0	4	0	0	-25
海淀区	纯住宅	1	0	0	0	0	1	1	56000.0	1750.0	16.0	116.30928	39.94537	2	2	2	27	1	1	25	0	0	-115
东城区	纯住宅	1	1	1	1	1	1	1	62200.0	4986.63	19.0	116.44151	39.88791	4	3	3	31	0	2	33	0	0	-73
海淀区	写字楼	1	1	1	1	0	0	1	NULL	3520.0	5.0	116.370895	39.974773	0	2	1	11	0	0	28	0	0	-47
朝阳区	酒店式公寓	1	1	1	0	1	0	0	69500.0	5742.0	30.0	116.47448	39.896137	3	8	3	24	0	0	38	0	0	-55
丰台区	纯住宅	0	0	1	0	0	0	0	39740.0	980.0	24.0	116.43257	39.865124	1	13	2	35	2	0	51	1	1	-66
朝阳区	商住两用	1	1	1	1	0	0	1	38000.0	2640.0	33.0	116.502464	39.91888	1	9	1	8	0	1	70	1	0	-80
朝阳区	纯住宅	0	0	1	0	0	0	0	55000.0	980.0	24.0	116.39648	39.97348	0	7	4	20	0	0	6	0	0	-74
丰台区	纯住宅	0	0	1	0	0	0	0	39740.0	1820.0	24.0	116.42476	39.866512	0	3	0	66	0	1	24	1	0	-85
丰台区	纯住宅	0	0	1	0	0	0	0	39740.0	2660.0	24.0	116.43859	39.867653	1	5	1	40	0	1	40	0	0	-90
丰台区	纯住宅	0	0	1	0	0	0	0	39740.0	2730.0	24.0	116.43654	39.8599	1	6	1	25	0	0	76	2	0	-62
西城区	纯住宅	1	1	1	0	0	1	1	69000.0	1400.0	14.5	116.35857	39.93757	2	11	2	28	0	2	36	1	0	-147
西城区	纯住宅	1	1	1	0	0	1	1	69000.0	375.0	15.5	116.35965	39.932056	2	14	3	35	2	0	41	0	0	-78
丰台区	纯住宅	1	1	1	0	0	0	1	43000.0	476.0	17.0	116.40758	39.857384	0	1	1	11	0	1	37	1	0	-67
朝阳区	纯住宅	1	1	1	1	0	0	0	44000.0	1680.0	11.5	116.42732	40.001656	1	11	1	27	1	0	22	0	0	-74
丰台区	纯住宅	1	1	0	0	0	0	0	32150.0	700.0	24.0	116.42456	39.850464	0	0	5	31	0	1	39	0	0	-24
丰台区	纯住宅	1	1	0	0	0	0	1	31000.0	1141.0	21.0	116.38816	39.862137	1	3	2	35	0	0	18	1	0	-35
丰台区	纯住宅	1	1	1	0	0	0	0	33000.0	322.0	24.0	116.414925	39.860806	0	5	1	22	0	1	12	7	0	-113
丰台区	纯住宅	1	1	1	0	0	0	0	35000.0	840.0	24.0	116.41206	39.859142	0	0	1	26	0	2	6	4	0	-19
丰台区	纯住宅	1	1	1	0	0	0	0	35000.0	1680.0	24.0	116.420685	39.859226	0	0	3	19	0	0	11	2	0	-48
丰台区	纯住宅	1	1	1	1	1	0	1	37852.0	700.0	12.0	116.36038	39.86056	1	1	1	0	0	0	4	0	0	-9
丰台区	纯住宅	1	1	1	0	0	0	1	31100.0	441.0	18.0	116.42596	39.859547	0	3	3	17	0	1	13	0	0	-58
东城区	纯住宅	1	0	0	0	0	1	1	56000.0	490.0	17.0	116.42449	39.95514	59	17	5	17	0	1	27	0	0	-67
朝阳区	纯住宅	1	0	0	0	0	1	1	56000.0	700.0	25.0	116.41261	39.993656	1	1	2	3	0	0	9	0	0	-57
丰台区	写字楼	1	1	1	1	1	1	0	NULL	3449.6	26.0	116.287766	39.83156	2	5	0	28	0	0	18	0	0	-71
丰台区	酒店式公寓	1	1	1	1	1	0	0	29000.0	1320.0	8.0	116.42841	39.845985	1	0	2	19	0	1	3	0	0	-150
朝阳区	纯住宅	1	1	1	0	1	1	1	50000.0	5250.0	25.0	116.40285	39.988384	0	0	1	0	0	0	3	0	0	-101
朝阳区	纯住宅	1	1	1	0	1	1	1	50000.0	1750.0	20.0	116.40285	39.988384	0	0	1	0	0	0	3	0	0	-101
朝阳区	纯住宅	1	1	1	0	1	1	1	50000.0	3570.0	20.0	116.40285	39.988384	0	0	1	0	0	0	3	0	0	-101
朝阳区	纯住宅	1	1	1	0	1	1	1	50000.0	7000.0	21.5	116.40285	39.988384	0	0	1	0	0	0	3	0	0	-101
丰台区	写字楼	1	1	1	0	0	0	0	43000.0	3520.0	22.0	116.387726	39.850204	0	0	1	47	0	1	14	1	0	-73
朝阳区	写字楼	1	1	1	1	1	1	0	NULL	3520.0	21.0	116.456985	39.98261	0	0	2	3	0	0	1	0	0	-79
西城区	商住两用	1	1	1	1	1	0	0	74121.0	9240.0	7.0	116.37028	39.910526	2	14	2	8	1	0	36	0	1	-214
丰台区	纯住宅	1	1	1	0	0	0	0	43000.0	515.0	23.0	116.41247	39.85619	0	1	1	2	0	1	19	0	0	-40
朝阳区	写字楼	1	1	1	1	1	1	1	NULL	9504.0	15.5	116.40721	40.0019	0	7	2	104	0	1	20	0	0	-186
朝阳区	纯住宅	1	1	1	0	0	0	0	32000.0	4270.0	25.0	116.60529	39.912746	0	0	2	2	0	0	10	0	0	-27
海淀区	写字楼	1	1	1	1	0	0	1	52000.0	7040.0	20.0	116.38258	39.97166	1	6	2	14	0	0	10	0	0	-105
丰台区	商住两用	1	1	1	1	0	0	1	48000.0	13200.0	16.5	116.34067	39.871033	0	1	0	7	0	0	0	0	0	-56
丰台区	纯住宅	1	1	1	0	0	0	1	30000.0	1925.0	11.0	116.29301	39.83363	2	15	4	15	0	0	12	0	0	-72
朝阳区	写字楼	1	1	1	0	1	0	1	NULL	3414.4	14.0	116.41695	40.04056	0	0	2	24	0	0	0	0	0	-44
东城区	纯住宅	1	1	1	1	1	0	0	41000.0	1400.0	15.0	116.43925	39.897858	1	4	2	31	0	1	40	1	0	-121
石景山	写字楼	1	1	1	0	0	0	1	NULL	3520.0	18.0	116.18908	39.922443	0	6	0	2	0	0	14	0	0	-12
通州区	纯住宅	1	1	1	0	0	0	1	28000.0	3675.0	12.0	116.64438	39.89376	0	0	7	42	0	2	19	0	0	-45
通州区	纯住宅	1	1	1	0	0	0	1	28000.0	2870.0	12.0	116.64438	39.89376	0	0	7	42	0	2	19	0	0	-45
朝阳区	纯住宅	1	1	1	1	1	1	0	34500.0	5401.0	14.0	116.583984	39.923794	1	0	0	5	0	0	7	0	0	-47
朝阳区	商住两用	1	1	1	1	1	0	0	54000.0	2587.2	22.0	116.51523	39.918262	0	13	0	24	0	1	26	0	0	-30
朝阳区	纯住宅	1	1	1	1	1	0	0	50000.0	2148.3	22.0	116.513115	39.92243	1	0	2	26	1	0	35	0	0	-70
西城区	酒店式公寓	1	1	1	1	0	0	0	84000.0	10560.0	14.0	116.36243	39.909992	1	7	4	11	0	0	15	0	4	-75
丰台区	商住两用	1	1	1	1	0	0	1	44000.0	7920.0	9.0	116.28252	39.873524	2	1	1	11	0	0	3	0	0	-33
朝阳区	商住两用	1	1	1	1	1	0	0	46000.0	2613.6	18.0	116.48735	39.898827	0	2	1	23	0	0	16	0	0	-89
东城区	写字楼	1	1	1	1	0	0	1	41000.0	3168.0	8.0	116.39768	39.952	3	4	3	26	0	1	37	1	0	-123
海淀区	写字楼	1	0	1	0	0	0	1	NULL	2816.0	16.0	116.33372	39.898838	2	2	1	6	1	0	18	1	0	-127
朝阳区	商住两用	1	1	0	1	0	0	1	39014.0	13200.0	22.0	116.468895	39.888348	2	9	2	178	0	0	59	0	0	-65
东城区	商住两用	1	1	1	1	1	0	1	75000.0	2640.0	19.0	116.376335	39.89501	3	1	1	15	0	0	32	0	0	-193
朝阳区	写字楼	1	1	0	1	1	0	1	58000.0	21120.0	21.0	116.47199	39.909985	8	10	2	39	0	0	22	0	0	-338
石景山	纯住宅	1	1	0	0	0	0	1	35000.0	550.0	24.0	116.18637	39.90828	0	0	0	0	0	0	0	0	0	-24
朝阳区	纯住宅	1	1	1	0	0	0	1	37997.0	560.0	18.0	116.42777	39.986588	1	10	1	43	0	1	58	1	0	-28
朝阳区	写字楼	1	1	0	0	1	1	1	42000.0	3520.0	28.0	116.44934	39.961792	0	4	5	45	0	1	47	0	0	-90
海淀区	写字楼	1	1	1	1	1	0	1	NULL	3520.0	18.0	116.3037	39.90826	1	0	1	15	0	1	16	0	0	-233
海淀区	写字楼	1	0	0	0	0	0	1	29000.0	10560.0	23.0	116.330864	40.05683	0	2	2	13	1	0	8	0	0	-49
朝阳区	纯住宅	1	1	1	0	0	0	0	32000.0	5250.0	26.0	116.6064	39.915882	2	3	3	5	1	0	24	0	0	-47
朝阳区	纯住宅	1	1	1	0	0	0	0	32000.0	6300.0	26.0	116.6064	39.915882	2	3	3	5	1	0	24	0	0	-47
朝阳区	写字楼	1	1	0	1	1	0	1	36000.0	3097.6	18.0	116.441895	39.95918	4	9	3	21	0	1	11	1	0	-109
海淀区	写字楼	0	1	1	1	0	0	0	NULL	3520.0	7.0	116.30475	40.051147	0	8	5	3	0	0	14	0	0	-75
朝阳区	写字楼	1	1	0	1	1	0	1	NULL	3520.0	9.0	116.35888	39.90814	1	0	1	44	0	0	29	2	0	-370
朝阳区	写字楼	1	1	1	1	0	0	1	33500.0	3520.0	25.0	116.44179	39.95688	2	6	1	18	1	2	7	2	0	-62
朝阳区	写字楼	1	1	0	0	0	0	1	41000.0	3520.0	16.0	116.43563	39.98223	2	0	1	2	0	0	19	0	0	-42
东城区	写字楼	1	0	1	0	0	0	0	NULL	3344.0	8.0	116.43818	39.933163	7	9	1	13	0	1	28	0	0	-169
海淀区	纯住宅	1	1	1	1	1	1	1	31500.0	2475.0	6.0	116.290375	40.019485	0	1	2	13	0	1	2	0	0	-8
朝阳区	商住两用	1	1	0	1	1	0	1	50000.0	2640.0	19.0	116.425285	39.99657	1	6	6	31	2	0	22	0	0	-60
西城区	写字楼	1	1	1	1	1	1	1	NULL	3520.0	23.0	116.35802	39.920624	1	2	2	46	0	0	22	1	0	-253
海淀区	纯住宅	1	1	1	1	1	0	1	52903.0	2289.0	18.0	116.34862	40.00689	2	6	2	11	0	0	42	0	2	-54
朝阳区	商住两用	1	0	0	0	0	0	1	42000.0	1293.6	13.0	116.46968	39.993835	0	0	3	184	0	0	10	1	0	-90
东城区	写字楼	0	1	1	1	1	0	0	45000.0	3414.4	27.0	116.43818	39.933163	7	9	1	13	0	1	28	0	0	-169
朝阳区	纯住宅	1	1	1	1	1	1	0	34500.0	4365.0	14.0	116.583984	39.923794	1	0	0	5	0	0	7	0	0	-47
西城区	写字楼	1	0	0	0	0	0	1	38000.0	10560.0	14.0	116.356415	39.891144	1	5	1	33	0	0	18	0	1	-56
丰台区	纯住宅	1	1	1	0	1	1	1	31123.0	910.0	26.0	116.41606	39.85667	0	0	0	5	0	0	8	3	0	-49
丰台区	写字楼	1	1	0	0	0	0	1	35000.0	14080.0	27.5	116.27756	39.874203	0	1	3	20	0	1	16	0	0	-19
朝阳区	写字楼	1	1	1	0	0	0	1	NULL	3520.0	28.0	116.46317	39.90934	0	4	0	5	0	0	125	1	1	-185
朝阳区	纯住宅	1	0	0	0	0	0	1	37000.0	2647.75	14.0	116.504524	39.896618	0	1	2	0	0	0	0	0	0	-77
朝阳区	纯住宅	1	0	0	0	0	0	1	37000.0	4016.25	14.0	116.504524	39.896618	0	1	2	0	0	0	0	0	0	-77
西城区	商住两用	1	0	0	0	0	0	1	38000.0	1320.0	16.0	116.35392	39.883915	1	1	4	17	0	1	10	0	0	-57
朝阳区	纯住宅	1	1	1	1	1	0	1	47303.0	2275.0	18.0	116.4554	39.893223	0	0	0	22	0	1	6	2	0	-80
朝阳区	纯住宅	1	1	1	0	0	0	0	43566.0	17500.0	23.0	116.46142	39.89346	0	0	1	91	0	3	21	1	0	-203
石景山	纯住宅	1	1	1	1	1	0	1	37000.0	1188.0	17.0	116.2035	39.91902	3	2	5	10	0	0	18	1	0	-24
朝阳区	纯住宅	1	1	0	0	1	0	1	38000.0	980.0	9.0	116.4311	40.023373	0	0	0	8	0	0	3	0	0	-7
石景山	纯住宅	1	1	1	1	1	0	1	37000.0	806.52	6.5	116.20049	39.919025	3	0	3	5	0	1	24	0	0	-38
丰台区	商住两用	1	1	1	0	0	0	1	42000.0	1320.0	24.0	116.315186	39.879505	0	1	1	0	0	0	0	0	0	-50
