city	id	name	district	address	type	rt1	rt2	rt3	rt4	rt5	rt6	rt7	price	population	height	longitude	latitude	Attraction	Building	BusStop	Community	Mall	PrimarySchool	Restaurant	SecondarySchool	Subway	University
北京	0102986	安定家园	东城区	安定门外东河沿8号楼	纯住宅	1	1	0	1	0	0	1	40000.0	245.0	13.0	116.40781	39.949036	3	3	1	8	0	0	77	2	0	0
北京	0100228	交大嘉园	海淀区	北京海淀区交通大学路1号	纯住宅	1	1	1	0	0	0	0	60000.0	4620.0	19.0	116.34491	39.949284	26	0	1	22	0	0	6	0	0	0
北京	0103426	柏林寺西10、11号楼	东城区	北京市东城区和平里柏林寺西10号楼	纯住宅	0	0	1	0	0	0	1	50632.0	350.0	11.5	116.42335	39.950474	33	0	3	8	1	1	74	1	0	0
北京	0103428	民旺园20、21、26号楼	东城区	北京市东城区和平里民旺园20号楼	纯住宅	0	0	1	0	0	0	1	53927.0	350.0	12.0	116.428696	39.950565	4	7	1	19	0	0	45	0	0	0
北京	0100781	石油鑫城（华服鑫融安德路）	西城区	西城区安德路112号	纯住宅	1	0	1	0	0	0	1	44464.0	350.0	17.0	116.387825	39.950623	5	0	2	27	0	1	35	0	0	1
北京	0101666	邮电公寓	海淀区	海淀区交大东路21号院	纯住宅	0	0	0	0	0	1	0	38850.0	560.0	16.0	116.34798	39.95088	14	3	4	83	0	0	23	0	0	0
北京	0100062	洲际大厦	东城区	东城区安德路16号	写字楼	1	1	1	1	1	0	1	56000.0	3520.0	14.5	116.38631	39.950912	3	0	1	28	0	1	40	0	0	1
北京	0101227	五月华庭	海淀区	海淀区文慧园路6号	纯住宅	1	1	1	1	1	0	1	54000.0	3241.0	13.0	116.363594	39.95093	0	9	4	39	0	0	26	0	0	0
北京	0101182	巷上嘉园	东城区	东城区安德路甲10路	纯住宅	1	1	1	1	1	0	0	65000.0	1281.0	22.0	116.400375	39.95123	7	2	0	15	0	1	48	1	0	0
北京	0102471	亮马桥DRC外交公寓	朝阳区	北京市朝阳区东方东路22号	纯住宅	0	1	0	1	1	1	0	NULL	1474.9	16.5	116.46558	39.951424	0	1	3	0	0	0	7	0	0	0
北京	0100310	私摩空间	海淀区	海淀区法华寺27号	商住两用	1	1	0	0	0	0	1	48600.0	1320.0	15.0	116.31315	39.951443	2	6	3	27	0	1	59	0	0	0
北京	0100836	新外大街社区	海淀区	海淀区新外大街31号	纯住宅	1	1	0	0	0	0	1	53226.0	683.0	10.0	116.37125	39.951687	0	5	2	34	0	0	7	1	0	0
